source_id,source_name,source_type,availability_tag,metric_tags,evidence_use_tags,solar_wildfire_use,fire_origin_family,has_open_numbers,does_not_have_open,url,retrieved,notes
NREL_WILDFIRE_SOLAR_GENERATION_RESERVES_PRICES,"NREL — 'Impact of Wildfires on Solar Generation, Reserves, and Energy Prices' (snippet/webinar-derived extraction)",government_lab_technical_report,HAS_OPEN_NUMBERS,"[""GENERATION_SHORTFALL""]","[""SECONDARY_BENCHMARK""]","SMOKE-SOILING scope: 2020 wildfires caused up to 7.7% decrease in monthly PV generation (Sept most affected); +0.4%/+1.3% additional reductions in enhanced-wildfire/increased-PV-deployment scenarios; up to 5% (current conditions) / 6% (escalating-wildfire scenario) PV generation reduction alongside 53%/64% operating-reserve increases; webinar transcript cites daily PV generation reduction up to 19%. Direct PDF fetch failed (DNS error) in the research session; figures are snippet/webinar-transcript derived, flagged medium confidence pending re-fetch.",SMOKE_SOILING_GENERATION,Up to 7.7% monthly PV generation decrease (Sept 2020 worst month); +0.4%/+1.3% additional reduction (enhanced wildfire/increased PV deployment scenarios); up to 5-6% PV generation reduction with 53-64% operating-reserve increase; up to 19% daily PV generation reduction (webinar transcript).,Independent primary-PDF verification (fetch failed with DNS error in-session); $/MWh or revenue translation; AOD/soiling-ratio mechanism detail.,https://www.nrel.gov/docs/fy23osti/86640.pdf,2026-07-10,MEDIUM CONFIDENCE flagged: primary PDF could not be directly re-fetched in the research session (DNS error); figures rely on search-snippet + webinar-transcript corroboration. This is the SAME underlying NREL report as NREL_WILDFIRE_CAISO_TECH_REPORT_2023 (R3 entry) — cross-check rather than treat as independent corroboration; the 7.7% monthly figure matches across both entries.
NATURE_COMMS_2025_SMOKE_SOLAR_RESOURCE_CONUS,"Colorado State University study — solar resource availability under wildfire smoke, CONUS (Nature Communications, 2025)",peer_reviewed_journal_article,HAS_OPEN_NUMBERS,"[""SOILING_LOSS"", ""SMOKE_AOD""]","[""SECONDARY_BENCHMARK""]","SMOKE-SOILING scope, bounding/moderating counterpoint: confirms solar resource declines substantially under local optically-thick smoke (no specific % given for this regime in the extracted text), but transported/dilute smoke that extends across CONUS only minimally affects baseline monthly-mean GHI — decreases from transported smoke are only about 5%, and in some places less than 2%, versus the average in low-smoke years.",SMOKE_SOILING_GENERATION,~2-5% decrease in baseline monthly-mean GHI from transported/dilute smoke vs. low-smoke-year average (CONUS-wide); qualitative confirmation of 'substantial' declines under local optically-thick smoke (no specific % given).,A specific numeric bound for the 'local optically thick smoke' regime (described only qualitatively as 'large reductions'); PV-output-specific (vs. GHI-resource-specific) figure; $ translation.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11697297/,2026-07-10,"SMOKE-SOILING scope strictly. Critical scoping/bounding datum: shows the large (9-38%, up to 58% locally) SMOKE-SOILING figures from Gilletly/NREL/DOE-FEMP are event-proximate/local-smoke-specific, while the far more common regional-haze/transported-smoke exposure has a much smaller (~2-5%) baseline impact — the two regimes must not be conflated into a single point estimate."
NREL_PV_OM_BEST_PRACTICES,"NREL/Sandia/SunSpec — 'Best Practices in Photovoltaic System Operations and Maintenance', 2nd Edition",government_lab_industry_consortium_report,NO_DIRECT_RENEWABLE_NUMBERS_FOUND,"[""DENOMINATOR""]","[""DENOMINATOR_ONLY""]","Zero wildfire, fire, or smoke content anywhere in this source (confirmed explicitly by extraction: 'No wildfire-related content is stated on the page'). Included only because the brief explicitly named it as a target for generic asset-decomposition/subsystem cost-share denominator context: O&M cost ~0.5%/year of system initial cost (large systems) / ~1%/year (small systems); ~25-year typical asset life; 100kW ground-mount fixed-tilt subsystem O&M cost breakdown (Inverter 31%, Cleaning/Vegetation 19%, PV Array 13%, Electrical 10%, Documents 8%, DC Wiring 5%, Mechanical 4%, PV Module 7%, AC Wiring 1%, Asset Management 2%, Monitoring/Meter 0%); comprehensive O&M raises performance 91%->95% average (83%->94% for underperforming lowest-quartile systems); 2020 residential O&M benchmark $28.94/kWdc/yr; broader guide cites $0-$40/kW/yr range, recommending standardization toward ~$10/kW/yr.",EXPOSURE_DENOMINATOR,"O&M cost ~0.5%/yr (large systems) / ~1%/yr (small systems) of initial cost; ~25-yr asset life; 100kW fixed-tilt O&M cost breakdown by subsystem (Inverter 31%, Cleaning/Vegetation 19%, PV Array 13%, Electrical 10%, Documents 8%, DC Wiring 5%, Mechanical 4%, PV Module 7%, AC Wiring 1%, Asset Mgmt 2%, Monitoring 0%); performance uplift 91%->95% (83%->94% underperforming); 2020 residential benchmark $28.94/kWdc/yr; broader range $0-$40/kW/yr, recommend ~$10/kW/yr.","Any wildfire, fire, or smoke content whatsoever — confirmed absent from this source.",https://docs.nrel.gov/docs/fy17osti/68281.pdf,2026-07-10,"MUST NOT be cited as a wildfire mechanism source — contains zero fire/wildfire/smoke content. Included solely as the generic asset-decomposition/subsystem-cost-share denominator context the brief explicitly requested (e.g., inverter = 31% of O&M cost share), useful background for later damage-curve subsystem weighting, not wildfire evidence itself."
USPVDB_V4_2026,"United States Large-Scale Solar Photovoltaic Database (USPVDB), version 4.0",exposure_denominator_dataset,HAS_OPEN_NUMBERS,"[""DENOMINATOR""]","[""DENOMINATOR_ONLY""]","Primary source population (facility polygons + AC/DC capacity, MW) to spatially intersect with wildfire-hazard-potential/burn-probability layers, producing the GW-in-high-wildfire-risk-zone denominator. 6,611 solar projects, 131,573 MW AC total rated capacity (v4.0, April 2026); prior versions: v3.0 (April 2025) 5,712 facilities; v1.0 (~2021) 3,699 facilities.",EXPOSURE_DENOMINATOR,"6,611 solar projects, 131,573 MW AC total rated capacity, 49 states + DC (v4.0, April 2026); v3.0 (April 2025): 5,712 facilities; v1.0: 3,699 facilities (47 states + DC, through end of 2021).","No dollar value/TIV per facility (must be joined with the internal value-basis workbook, $1,120,000/MWdc installed TIV per the shared brief); no field verification; no wildfire-hazard attribute pre-joined (requires independent GIS overlay against USFS WHP/FSim or CAL FIRE FHSZ layers).",https://energy.usgs.gov/uspvdb/,2026-07-10,"The single most important exposure source for this pair — provides the facility-level MW denominator population, but carries zero wildfire-hazard or dollar-value attributes natively; a GIS join against source USFS_WHP_WRC_2024 / USFS_FSIM_RDS_2016_0034_3 / SOLAR_FHSZ_PROJECT_LEVEL_SCREENING would be required to produce a systematic GW-in-wildfire-risk-zone figure, which does not yet exist openly."
EIA_860_ANNUAL,Form EIA-860 'Annual Electric Generator Report' (+ EIA-860M monthly update; EPM Table 6.1),exposure_denominator_federal_survey,HAS_OPEN_NUMBERS,"[""DENOMINATOR""]","[""DENOMINATOR_ONLY""]","Secondary/cross-check denominator for state-level utility solar capacity (especially CA, TX, and other Western states with elevated wildfire hazard); underlying raw generator registry from which USPVDB is itself built. National total solar PV (utility+small-scale): 212,492.4 MW net summer capacity (Jan 2026), of which 152,542.3 MW utility-scale; California utility-scale solar ~13,000+ MW (June 2020); California small-scale solar 9,800 MW (mid-2020).",EXPOSURE_DENOMINATOR,"212,492.4 MW total solar PV net summer capacity (Jan 2026: 152,542.3 MW utility + 59,950.1 MW small-scale); CA utility-scale ~13,000+ MW (June 2020); CA small-scale 9,800 MW (mid-2020); 2016 total 32,958 MW; 2017 total 41,356.8 MW.",No wildfire-hazard attribute; no risk-zone geocoding beyond plant lat/long (not pre-joined); no $ value data (capacity only).,https://www.eia.gov/electricity/data/eia860/,2026-07-10,"EIA-860 is the underlying raw generator registry from which USPVDB is built (not independent of source #1) — treat as a cross-check/more-frequently-updated companion, not a fully separate denominator source."
USFS_WHP_WRC_2024,"Wildfire Risk to Communities — national spatial datasets (Wildfire Hazard Potential, Burn Probability, Conditional Flame Length, Flame Length Exceedance Probability), 2024 version",exposure_hazard_layer_dataset,HAS_OPEN_NUMBERS,"[""DENOMINATOR"", ""BURN_PROBABILITY"", ""FLAME_LENGTH""]","[""DENOMINATOR_ONLY""]","National hazard-axis raster (30m resolution: annual burn probability 0-0.14, conditional flame length 0-861.7ft, flame-length-exceedance probability at 4ft/8ft thresholds) to spatially join against USPVDB polygons, producing per-facility or aggregate wildfire-hazard exposure scores/GW totals by hazard bin. Community/landscape-scale product, not locally calibrated; landscape conditions as of end of 2020.",EXPOSURE_DENOMINATOR,"Burn probability (BP) 0-0.14, 30m resolution; conditional flame length (CFL) 0-861.7 ft, 30m; flame-length exceedance probability at 4ft (FLEP4) and 8ft (FLEP8) thresholds; landscape conditions as of end of 2020.",No solar-facility attribute; no pre-built overlay product joining this hazard layer to USPVDB or EIA-860 solar sites was found in open literature (requires custom GIS join); no dollar-loss information whatsoever.,https://www.fs.usda.gov/managing-land/fire/wildfirerisk,2026-07-10,"30m community-risk-oriented derivative of the coarser 270m national FSim burn-probability/FLP raster (USFS_FSIM_RDS_2016_0034_3) — same underlying FSim engine, different resolution/purpose. Explicitly 'not locally calibrated... best for considering risk as aggregated across a community rather than at the local, neighborhood, or individual home scale.'"
USFS_FSIM_RDS_2016_0034_3_R5,"Spatial datasets of probabilistic wildfire risk components for the United States (270m), 3rd Edition — cross-referenced in R5 exposure context",hazard_axis_denominator_dataset,HAS_OPEN_NUMBERS,"[""DENOMINATOR"", ""BURN_PROBABILITY"", ""FLAME_LENGTH""]","[""DENOMINATOR_ONLY""]","The exact dataset requested in the brief as the hazard-axis denominator: 6 discrete flame-length-probability bins (FLP1-FLP6), CONUS+AK+HI, 270m grid, landscape conditions as of end of 2020 (3rd edition, 2023 publication). Same underlying dataset as the R4 entry USFS_FSIM_RDS_2016_0034_3 (engineering/mechanism angle); this R5 entry documents its exposure/denominator role and version lineage (1st ed. 2016 CONUS-only -> 2nd ed. Short et al. 2020 adds AK/HI -> 3rd ed. 2023).",EXPOSURE_DENOMINATOR,"Burn probability (raster, per-270m-pixel annual probability) + 6 flame-length-probability bins: FLP1 <2ft, FLP2 2-4ft, FLP3 4-6ft, FLP4 6-8ft, FLP5 8-12ft, FLP6 12+ft; CONUS+AK+HI, landscape conditions end of 2020, 3rd edition (RDS-2016-0034-3).",No dollar-loss data of any kind; no solar-facility attribute; no pre-computed join against USPVDB was found publicly.,https://www.fs.usda.gov/rds/archive/catalog/RDS-2016-0034-3,2026-07-10,DUPLICATE-BY-DESIGN cross-reference: this is the SAME underlying dataset as the R4 registry entry USFS_FSIM_RDS_2016_0034_3 — retained as a separate registry row (suffixed _R5) only to preserve the R5 file's distinct exposure/denominator framing and its version-lineage detail (1st/2nd/3rd edition history); do not double-count as independent evidence in the source_matrix or benchmark rows beyond noting the cross-reference.
SOLAR_FHSZ_PROJECT_LEVEL_SCREENING,CAL FIRE Fire Hazard Severity Zone (FHSZ) Viewer + individual utility-scale solar project environmental review documents,exposure_screening_project_level,HAS_OPEN_NUMBERS,"[""DENOMINATOR""]","[""SCREENING_ONLY""]","Illustrative, real-world confirmation that utility-scale solar projects are sited within CAL FIRE High/Very-High FHSZ zones, and a template for how a future systematic GW-in-FHSZ overlay could be constructed. Example: a 643-acre utility solar footprint (unnamed San Diego County project) explicitly geo-classified as majority High FHSZ, partially Moderate and Very High, per CAL FIRE 2007a data; Jacumba Solar cited as sited in High and Very High FHSZ.",EXPOSURE_DENOMINATOR,"643 acres (single project footprint, majority High FHSZ, portion Moderate, small portion Very High, per CAL FIRE 2007a); Jacumba Solar project sited in High and Very High FHSZ zones (CAL FIRE FRAP 2014).","No statewide or national aggregation of 'GW of solar capacity in FHSZ Very-High/High zones' was located as a published, open, ready-made figure; no systematic USPVDB x FHSZ overlay study found in open literature.",https://osfm.fire.ca.gov/what-we-do/community-wildfire-preparedness-and-mitigation/fire-hazard-severity-zones,2026-07-10,"Explicitly downgraded to SCREENING_ONLY because it is anecdotal/project-level (acreage, not MW; not systematically compiled across all CA utility solar), not a systematic portfolio-wide GW total. A rigorous exposure figure would require an original GIS overlay of USPVDB against the CAL FIRE FHSZ layer — flagged as a data-request/DIY-GIS pathway, not fabricated."
NIFC_WILDFIRES_ACRES,National Interagency Fire Center — 'Wildfires and Acres' annual statistics,generic_public_loss_hazard,GENERIC_ONLY,"[""DENOMINATOR""]","[""GENERIC_ONLY"", ""DENOMINATOR_ONLY""]","Pure context — establishes the scale of annual U.S. wildfire activity (frequency and acreage) against which any solar-specific claims frequency should be sanity-checked as an order-of-magnitude cross-check, never as a substitute benchmark. Zero linkage to solar assets, property value, or dollar loss.",EXPOSURE_DENOMINATOR,"2025: 77,850 fires, 5,131,474 acres; 2024: 64,897 fires, 8,924,884 acres; 2023: 56,580 fires, 2,693,910 acres; 2022: 68,988 fires, 7,577,183 acres; 2021: 58,985 fires, 7,125,643 acres; 2020: 58,950 fires, 10,122,336 acres; full annual series 1983-2025 available at source.",No dollar-loss figures on this page; no solar/energy-infrastructure breakout; no breakdown by cause on this table.,https://www.nifc.gov/fire-information/statistics/wildfires,2026-07-10,"The single most commonly cited 'how big is the U.S. wildfire problem' statistic; explicitly downgraded R5 (GENERIC_ONLY) because it has zero linkage to solar assets, property value, or dollar loss."
NIFC_SUPPRESSION_COSTS,"National Interagency Fire Center — 'Suppression Costs' (federal firefighting costs, suppression only)",generic_public_loss_hazard,GENERIC_ONLY,"[""DENOMINATOR""]","[""GENERIC_ONLY""]","Background/context only — illustrates the annual scale of the federal wildfire-response budget; not usable for any solar loss normalization. A government cost outlay, not a property-loss or insured-loss figure.",EXPOSURE_DENOMINATOR,"2023: $3,166,300,000 total; 2022: $3,549,000,000; 2021: $4,389,000,000 (highest year in series); 2020: $2,274,000,000; 2019: $1,590,000,000; 5-yr avg total $2,989,051,200; 10-yr avg total $2,523,259,200.","Any property-loss or insured-loss figure; any state, facility, or asset-class breakout; any linkage to solar or any specific asset class.",https://www.nifc.gov/fire-information/statistics/suppression-costs,2026-07-10,Suppression cost and property/structure loss are fundamentally different metric families (government operating expenditure vs. asset loss) — must never be summed or conflated with CAL FIRE/NOAA property-damage figures.
CALFIRE_INCIDENT_ARCHIVE,"CAL FIRE Incident Archive (annual, by year) + 'Top 20 Most Destructive California Wildfires' table",generic_public_loss_hazard,GENERIC_ONLY,"[""DENOMINATOR""]","[""GENERIC_ONLY""]","Establishes California-specific context on fire frequency, acreage, and structure-destruction scale — a geography-matched (CA) generic denominator/context companion to national NIFC figures, since CA carries a large share of USPVDB utility solar capacity. Not usable as a solar-specific loss benchmark.",EXPOSURE_DENOMINATOR,"2025 season: 16,627 structures destroyed statewide; Camp Fire (2018): 153,336 acres, 18,804 structures, 85 deaths; Tubbs Fire (2017): 36,807 acres, 5,636 structures, 22 deaths; Dixie Fire (2021): 963,309 acres, 1,311 structures (largest acreage in top-20); Palisades Fire (Jan 2025): 5,316 structures, 20,438 acres, 8 deaths; Eaton Fire (Jan 2025): 5,000+ structures, 13,690 acres, 16 deaths.","No dollar-value property-damage figures natively on CAL FIRE incident-archive pages (structures destroyed is a count, not a $ figure); no solar/energy-infrastructure line item in the structure-count definition.",https://www.fire.ca.gov/incidents/2025,2026-07-10,"The brief's request for CAL FIRE '$ damage' could not be filled directly from CAL FIRE's own incident-archive pages — $ loss estimates for named fires (e.g., Palisades/Eaton) are sourced from insurer/reinsurer reports (see SWISSRE_SIGMA_NATCAT_2025, MUNICHRE_NATCAT_2025), not CAL FIRE directly. Gap noted rather than fabricated."
NOAA_NCEI_BILLION_DOLLAR_WILDFIRE,NOAA NCEI 'U.S. Billion-Dollar Weather and Climate Disasters' — wildfire event subset,generic_public_loss_hazard,GENERIC_ONLY,"[""DENOMINATOR"", ""EVENT_LOSS""]","[""GENERIC_ONLY""]","National-level, multi-decade wildfire economic-loss context (all-property) — useful only as a macro sanity-check anchor (e.g., is a proposed solar-specific AAL/EAL figure a plausible small fraction of total national wildfire loss), never as a direct solar benchmark.",EXPOSURE_DENOMINATOR,"17 US billion-dollar wildfire events 1980-2024, cumulative CPI-adjusted total $139.6bn; California Firestorm Summer-Fall 2018: $30.0bn CPI-adjusted (largest single event); CA/OR/WA Firestorms Fall 2020: $19.9bn; Western Wildfires 2021: $12.1bn; Hawaii Firestorm Aug 2023: $5.7bn.",No property-type breakout (residential vs. commercial vs. industrial/utility infrastructure) — cannot isolate any solar-specific share; no per-state/per-fire attribution within multi-state 'Western Wildfires' aggregate events; precise gross/net loss basis not laid out on the event table.,https://www.ncei.noaa.gov/access/billions/events/US/1980-2025,2026-07-10,"Standard reference for aggregate U.S. wildfire economic loss, frequently cited in insurance/reinsurance commentary; explicitly excludes any solar/renewable-energy-specific breakdown and mixes many states/events within 'Western Wildfires' labels for a given year — downgraded to GENERIC_ONLY / R5."
SWISSRE_SIGMA_NATCAT_2025,Swiss Re Institute sigma — 'Natural catastrophes in 2025: the persistent rise of wildfire and storm losses',generic_public_loss_reinsurer_report,GENERIC_ONLY,"[""DENOMINATOR"", ""EVENT_LOSS""]","[""GENERIC_ONLY""]","Provides the current 'state of the art' reinsurance-industry benchmark for how large a single wildfire insured-loss event can be (record $40bn) — useful only as macro context/ceiling reference, not as a solar-specific number; explicitly residential-dominated per Swiss Re's own framing.",EXPOSURE_DENOMINATOR,"California wildfires (Palisades + Eaton, Jan 2025): USD 40 billion insured losses, the largest-ever insured wildfire loss event, destroying more than 16,000 structures; global insured NatCat total 2025: USD 107 billion; secondary perils (wildfire/storm/flood) = record 92% of global insured NatCat losses in 2025.",Any asset-class breakout (residential vs. commercial vs. utility/energy infrastructure) within the $40bn LA wildfire figure — text explicitly frames the loss as concentrated in 'high-value single-family residential property'; no gross-vs-net distinction stated.,https://www.swissre.com/dam/jcr:ca29d2b4-d93e-4428-ad24-d8faf5a65ca8/natcat-2025-pr-en.pdf,2026-07-10,"Reinsurance-industry record-setting figure for wildfire, corroborated by MUNICHRE_NATCAT_2025 for the same January 2025 LA wildfire event — entirely a residential/general-property loss figure with zero solar attribution."
MUNICHRE_NATCAT_2025,Munich Re — 'Climate change presses on: Devastating wildfires and intense thunderstorms exacerbate losses for insurers' (2025 annual natural-disaster figures),generic_public_loss_reinsurer_report,GENERIC_ONLY,"[""DENOMINATOR"", ""EVENT_LOSS""]","[""GENERIC_ONLY""]","Cross-checks and corroborates the Swiss Re figure for the same January 2025 LA wildfire event; together the two reinsurer reports establish the current global ceiling/record for a single wildfire insured-loss event, for macro context only.",EXPOSURE_DENOMINATOR,"Palisades + Eaton fires (LA, Jan 2025): overall loss ~US$53 billion, of which ~US$40 billion insured — the most expensive wildfire disaster to date, 30 lives lost; global 2025 insured NatCat losses (all perils): US$108 billion, with the LA wildfires the single costliest event.",Any asset-class or peril-mechanism breakout (direct flame damage vs. smoke vs. business interruption) within the $53bn/$40bn figures; any solar or energy-infrastructure-specific line item.,https://www.munichre.com/en/company/media-relations/media-information-and-corporate-news/media-information/2026/natural-disaster-figures-2025.html,2026-07-10,"Munich Re's $53bn total-loss/$40bn insured-loss split for the same event as Swiss Re's $40bn insured-only figure shows close cross-reinsurer agreement, increasing confidence in that headline number as a market-consensus figure — but it remains entirely a residential/general-property loss figure with zero solar attribution."
